mu_ann,vol_ann
0.037201700573843886,0.054253550094887006
0.035963167269509745,0.05429091561128682
0.03844023387135188,0.05430723918294934
0.03967876716984355,0.054372630386002305
0.03472463397596518,0.0543867005052007
0.04091730046727804,0.05453562894211824
0.03348610067940766,0.05460803663682192
0.042155833765604854,0.05471290659603295
0.032247567377799866,0.05491659974337252
0.04339436706210625,0.05493173146002223
0.04463290036077009,0.05520123813643386
0.04587143365649913,0.05550929822777977
0.031009034085124516,0.05554749243293722
0.04710996695170668,0.05585854720915059
0.04834850025747542,0.056242694821699205
0.029770500788256486,0.05652688824390194
0.04958703355100822,0.0566791667316585
0.05082556685039587,0.05717589518668022
0.052064100143246236,0.05786637968201754
0.028531967490100733,0.057869529755917797
0.05330263344826947,0.058359700775788385
0.05454116674259528,0.05895415926006867
0.027293434191882775,0.05950891217201293
0.055779700037587726,0.059554524611568
0.057018233334347856,0.06030106040833406
0.058256766633249246,0.06111338262094111
0.026054900895223408,0.06146178556512612
0.059495299938674265,0.06197914209806082
0.06073383323707872,0.0628955295609785
0.06197236652899852,0.06385924218897514
0.024816367596982226,0.06395810459857879
0.06321089984088352,0.06488364696817348
0.06444943312685505,0.06595343061880946
0.06568796642315444,0.06707556323902976
0.02357783429517886,0.0671093011115834
0.06692649973502854,0.06823794499482173
0.06816503301457556,0.06944895711743408
0.06940356630571021,0.07070011788526967
0.022339300986395125,0.07110673319335957
0.07064209960075116,0.07200450984301303
0.07188063289896751,0.07337313607294425
0.07311916620729561,0.07479416762810775
0.021100767709214194,0.07587991483585614
0.07435769950788139,0.07626924719564153
0.07559623279382743,0.07779315652940144
0.07683476610388869,0.07936352580899261
0.07807329940201685,0.08097738613330314
0.01986223439864026,0.0812923135543708
0.07931183271237427,0.08263133204756344
0.0805503660201628,0.08432288847878062
0.08178889928423197,0.08605149351755487
0.018623701097331483,0.08720751321557242
0.08302743258293714,0.0878149724430458
0.08426596588933849,0.08960870353146774
0.08550449918366279,0.0914363585906235
0.08674303248880724,0.09328679592424496
0.01738516782475683,0.09334259985573556
0.08798156578224835,0.0951688173828444
0.08922009907894732,0.09707152417344712
0.09045863238379923,0.09900059120738168
0.016146634522865556,0.09960703899796547
0.09169716567084825,0.10095318910068436
0.09293569897153042,0.10292285065090767
0.0941742322676982,0.10491435340391768
0.014908101214687395,0.10597789464538376
0.09541276557091344,0.1069249453186185
0.09665129886107136,0.10895330741384934
0.09788983216497876,0.1109983262179363
0.01366956792030621,0.11245705533445138
0.09912836546141848,0.1130612742856589
0.10036689880274637,0.11513367938416229
0.10160543209953704,0.11721425144910312
0.012431034619391611,0.11905728892154283
0.10284396535165162,0.11930133886901419
0.10408249865689548,0.12154607598378864
0.10532103194761501,0.12359098755912219
0.011192501319193538,0.1255657352872919
0.10655956526861761,0.12565425480511458
0.10779809853406093,0.12773298353918786
0.10903663184270042,0.129828175801927
0.11027516513170836,0.13193969713948656
0.009953968026654712,0.13231979573000988
0.11151369845007561,0.13406458186138256
0.11275223174208188,0.1362045094343099
0.11399076506084718,0.1383586163194545
0.00871543472455087,0.13967149559862713
0.1152292983261306,0.1405276097326128
0.11646783162861853,0.14272393157534366
0.11770636493908174,0.14497013544504456
0.11894489821221399,0.14724800364824928
0.007476901426705843,0.14758618202009893
0.12018343154030672,0.14956246400255552
0.1214219648441279,0.15189426054784802
0.12266049807223586,0.1542773381876445
0.006238368128802059,0.15597817690337662
0.12389903142978022,0.1566482034740473
0.1251375647122916,0.1590908579625225
0.12637609801426558,0.16166315457760005
0.12761463118410002,0.16436441104274896
0.004999834831549614,0.16477456818815803
0.1288531646137364,0.1671883775353228
0.13009169794749087,0.17012894282433647
0.13133023123992474,0.17318016763701277
0.0037613015339775214,0.17391400484104322
0.13256876442974408,0.17633630752097448
0.1338072977415281,0.17959183180172406
0.13504583111639312,0.18294143467092974
0.002522768191850936,0.18334519374751523
0.13628436436509106,0.1863800433764546
0.1375228976943587,0.18990282359001964
0.0012842351290498445,0.1930253722544978
0.138761430992867,0.19350517801604178
0.13999996436757228,0.1971827457614311
0.14123849742696915,0.20093139589963813
0.14247703075917256,0.20474722591843866
0.14371556421945075,0.20862654927280488
0.1449540974821541,0.2125658887319465
0.1461926308102187,0.2165619699702845
0.14743116408984533,0.22061170925424595
0.14866969734755142,0.22471220568355632
